concept_id,concepticon_id,label,pos,semantic_field,definition,status,replacement_id,notes
bod-front-tooth,442,front tooth,n,The body,Aeveral teeth located above and below in the mouth of mammals (including humans) to bite food off.,active,,
bod-fur,580,fur,n,The body,The body-hair of an animal (excluding humans) or a piece of clothing made thereof.,active,,
bod-gall-bladder,3372,gall bladder,n,The body,A pear-shaped organ located beneath the liver that serves as a storage sac for bile until it is released into the small intestine.,active,,
bod-genitalia,198,genitalia,n,The body,"The sexual organs: the testicles and penis of a male; or the labia, clitoris, and vagina of a female.",active,,
bod-get-tired,1996,get tired,v,The body,To become tired through overuse or great strain or stress.,active,,
bod-goiter,1957,goiter,n,The body,Enlargement of the thyroid gland.,active,,
bod-grave,1773,grave,n,The body,A place (commonly marked with a headstone) where one or more people are buried (usually in a coffin underneath the ground).,active,,
bod-graveyard,3284,graveyard,n,The body,A tract of land used for burials; burial ground; cemetery.,active,,
bod-gums,139,gums,n,The body,The mucosal tissue that partly lies over the teeth in the mouth.,active,,
bod-guts,1334,guts,n,The body,The internal organs of an animal or human.,active,,
bod-guts-or-heart,2436,guts or heart,n,The body,Either the human heart or the human guts.,active,,
bod-hair,1040,hair,n,The body,"The hair on humans, usually on the head but also including the hair on the body.",active,,
bod-hair-body,189,hair,n,The body,The terminal hair that develops on the human body during and after puberty.,active,,
bod-hair-head,2648,hair,n,The body,The hair on the head of humans (rather than the hair in general or the hair on the body).,active,,
bod-hair-or-fur,2678,hair or fur,n,The body,"The hair covering the body of a mammal, including the body hair of humans.",active,,
bod-hand,1277,hand,n,The body,That part of the fore limb below the forearm or wrist in primates (including humans).,active,,
bod-handspan,3838,handspan,n,The body,The distance between splayed out thumb and little finger or index finger of a human hand. Formerly used as a unit of measurement or for roughly gauging small lengths around 20 centimeters.,active,,
bod-have-sex,1785,have sex,v,The body,To take part in sexual activity (most commonly sexual intercourse) with another person for the purposes of sexual pleasure.,merged,549,
bod-head,1256,head,n,The body,"The part of the body of an animal or human which contains the brain, mouth and main sense organs.",active,,
bod-headache,3625,headache,n,The body,A pain in the head.,active,,
bod-healthy,1364,healthy,adj,The body,In good physical and mental condition; free from disease.,active,,
bod-heart,1223,heart,n,The body,A muscular organ that pumps blood through the body.,active,,
bod-heel,980,heel,n,The body,The part of the human foot on the backside where it becomes the leg.,active,,
bod-hiccough,162,hiccough,v,The body,To have spasms of the diaphragm.,active,,
bod-hip,1745,hip,n,The body,The outward-projecting parts of the pelvis and top of the femur and the overlying tissue.,active,,
bod-hip-bone,2820,hip bone,n,The body,"Large, flat bone in the center.",active,,
bod-hoof,152,hoof,n,The body,Natural horn covering of an animal's foot.,active,,
bod-horn,1393,horn,n,The body,A hard growth of keratin that protrudes from the top of the head of certain animals.,active,,
bod-hump,534,hump,n,The body,A hump may refer to a camel's hump containing its fat reservoir or alternatively to the curve on an upper spine that causes a hunchback.,active,,
bod-hunchback,99,hunchback,n,The body,A person whose back is hunched because of abnormal curvature of the upper spine.,active,,
bod-hurt-or-pain,3864,hurt or pain,x,The body,"To experience an unpleasant physical sensation that is often the result of an injury, disease or other ailment; an unpleasant physical sensation itself.",active,,
bod-infected,548,infected,adj,The body,Referring to something that has received an infection.,active,,
bod-injure,44,injure,v,The body,To cause physical harm to a living creature.,active,,
bod-instep,3736,instep,n,The body,The arched part of the human foot between the ankle and the toes.,active,,
bod-intestines,1991,intestines,n,The body,The alimentary canal of an animal or human through which food passes after having passed all stomachs.,active,,
bod-itch,148,itch,n,The body,An unpleasant sensation on the skin that provokes the desire to scratch.,active,,
bod-itch-cause-itching-or-feel-itchy,3855,itch,v,The body,To have an unpleasant sensation on the skin that provokes the need to scratch; to be the cause of this sensation.,active,,
bod-itch-or-itchy-or-itching,3856,itch or itchy or itching,x,The body,"To have an unpleasant sensation on the skin that provokes the need to scratch or to be the cause of this sensation; the result of itching, i.e. an unpleasant sensation on the skin, or the property of having or producing such a sensation.",active,,
bod-jaw,798,jaw,n,The body,"Either of the two opposable structures forming, or near the entrance to, the mouth.",active,,
bod-joint,999,joint,n,The body,Any part of the body where two bones join.,active,,
bod-kidney,489,kidney,n,The body,An organ in the body that produces urine.,active,,
bod-kill,1417,kill,v,The body,To put to death; to end a life.,active,,
bod-knee,1371,knee,n,The body,"In man, the joint in the middle part of the leg.",active,,
bod-knuckle,2824,knuckle,n,The body,Joints of the fingers brought to prominence when hand is clenched.,active,,
bod-lame,320,lame,adj,The body,"Moving with pain or difficulty on account of injury, defect or temporary obstruction of a function.",active,,
bod-lap,3263,lap,n,The body,"The front area from waist to knees, especially when sitting.",active,,
bod-larynx,3714,larynx,n,The body,Organ on the upper end of the trachea.,active,,
bod-lazy,1564,lazy,adj,The body,Unwilling to do work or make an effort.,active,,
bod-lean,2219,lean,adj,The body,Carry little fat (of meat).,active,,
bod-left-hand,2182,left hand,n,The body,The left hand of a human.,active,,
bod-leg,1297,leg,n,The body,The limb of an animal (including humans) that extends from the groin to the ankle.,active,,
bod-leprosy,3624,leprosy,n,The body,An infectious disease caused by the bacteria Mycobacterium leprae that affects the skin as well as the peripheral nerves.,active,,
bod-lick,319,lick,v,The body,To stroke with the tongue.,active,,
bod-life,210,life,n,The body,The time between birth or conception and death.,active,,
bod-lip,478,lip,n,The body,Either of the two fleshy protrusions around the opening of the mouth.,active,,
bod-little-finger,2774,little finger,n,The body,The smallest of the five fingers.,active,,
bod-live,2309,live,v,The body,To be alive; to have a life.,merged,1422,
bod-liver,1224,liver,n,The body,"A large organ in the body that stores and metabolizes nutrients, destroys toxins and produces bile. Responsible for thousands of biochemical reactions.",active,,
bod-living,3000,living,adj,The body,Being alive.,merged,1422,
bod-loin,187,loin,n,The body,The part of the body (of humans and quadrupeds) each side of the backbone between the ribs and hips.,active,,
bod-long-hair,444,long hair,n,The body,Hair that is not cut.,active,,
bod-lower-arm,446,lower arm,n,The body,The part of the arm between the elbow and the hand.,active,,
bod-lower-back,3613,lower back,n,The body,"The lower part of the spine, also known as the lumbar region, which is situated between the rib cage and the pelvis.",active,,
bod-lower-leg,447,lower leg,n,The body,Part of the leg between the knee and the foot.,active,,
bod-lower-lip,3944,lower lip,n,The body,The lower fleshy protrusion around the opening of the mouth.,active,,
bod-lung,688,lung,n,The body,A biological organ that extracts oxygen from the air.,active,,
bod-mad-person,2321,mad person,n,The body,A person that has mental problems.,active,,
bod-malaria,3059,malaria,n,The body,"Infectious disease characterized by chills, fevers, and sweating, caused by a protozoan of the genus Plasmodium and transmitted by infected Anopheles mosquitoes.",active,,
bod-mane,1918,mane,n,The body,The long hair in the neck of horses and lions.,active,,
bod-marrow,1835,marrow,n,The body,The spongy tissue in the hollow parts of bones.,active,,
bod-measles,3389,measles,n,The body,"A contagious airborne disease caused by Measles morbillivirus and characterized by red rash, Koplik's spots, and fever.",active,,
bod-medicine,1372,medicine,n,The body,A substance which specifically promotes healing.,active,,
bod-menstruation,766,menstruation,n,The body,The period in the menstrual cycle when the endometrium is shed when conception did not take place.,active,,
bod-middle-finger,3387,middle finger,n,The body,The third and longest finger on the human hand.,active,,
bod-molar-tooth,1049,molar tooth,n,The body,A tooth located in the back of the mouth used for crushing and grinding food.,active,,
bod-moustache,1165,moustache,n,The body,A growth of facial hair between the nose and the upper lip.,active,,
bod-mouth,674,mouth,n,The body,Opening in the lower half of a human face which is used for food ingestion and articulation.,active,,
bod-muscle,1004,muscle,n,The body,An organ formed by contractile tissue that moves other organs.,active,,
bod-mute,1666,mute,adj,The body,Not making a sound.,active,,
bod-mute-person,2320,mute person,n,The body,A person that is not able to speak.,active,,
bod-naked,590,naked,adj,The body,Without clothing.,active,,
bod-nape,1347,nape,n,The body,The back part of the neck.,active,,
bod-nasal-mucus,208,nasal mucus,n,The body,Mucus from the nose.,active,,
bod-navel,1838,navel,n,The body,A scar where the umbilical cord was attached.,active,,
bod-neck,1333,neck,n,The body,"The part of the body (found in some animals, including humans) that connects the head and the trunk.",active,,
bod-nerve,2626,nerve,n,The body,"An enclosed, cable-like bundle of axons (nerve fibers, the long and slender projections of neurons) in the peripheral nervous system.",active,,
bod-nipple,796,nipple,n,The body,"The projection of a mammary gland from which, on female mammals, milk can be secreted.",active,,
bod-nose,1221,nose,n,The body,The organ of the face used to breath and smell.,active,,
bod-nostril,1178,nostril,n,The body,Either of the two orifices located on the nose (or on the beak of a bird); used as a passage for air and other gases to travel the nasal passages.,active,,
bod-oral-cavity,2674,oral cavity,n,The body,"Cavity that is limited by the lips in front, the cheeks on the side, the soft and hard palate at the top and the floor of the mouth below.",active,,
bod-ovary,3716,ovary,n,The body,The female sex organ which is often paired and produces eggs for procreation.,active,,
bod-palate,540,palate,n,The body,The palate is the roof of the mouth in humans and other mammals.,active,,
bod-palm-of-hand,1183,palm of hand,n,The body,The inner and somewhat concave part of the human hand that extends from the wrist to the bases of the fingers.,active,,
